Unnamed: 0,start_time,end_time,start_unix,end_unix,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,ODI-3%,CVHRI,CEI
27207625.0,,,1614194639.5,1614194669.5,647.2079165536544,33.245602439086376,14.296468886105467,0.66,1.5148630956865397,4.323333333333333,10.119828715024612,14.366443723838152,645.5866666666667,125.38666666666667,0.02212777776024346,0.0513205980206574,93.18192372773674,100.81546284626893,83.44839591649605,4.633076166422832,449.9617815868058,88.18255852489752,6.56763987194745,81.77539688909305,18.22460311090695,932.7942306047983,394.64989049309486,37,12,17
27251875.0,,,1614194816.5,1614194846.5,698.2478768379514,25.20549834715568,12.401844493646179,0.12333333333333334,0.2989235327899984,3.5733333333333333,8.87467371192854,12.457954776514017,697.6,98.37333333333333,0.01792644852731278,0.036495694246326926,86.23506747311384,91.83546087030008,79.68255008835484,3.1219685266620525,238.84382559902696,54.92793549416029,4.597488737015615,76.00660221798528,23.99339778201472,537.2548662541425,243.48310516095518,37,12,17
29144125.0,,,1614202388.5,1614202418.5,900.493899833247,89.34495726836943,44.627350410059414,5.51,17.917397627554745,17.05666666666667,55.503700028651366,44.81926829544872,912.7933333333333,337.61333333333334,0.04994047052619751,0.09941157385114442,67.50362637851428,88.35925945799691,57.61111224993508,7.5358659484826545,2562.794508896487,809.3877784074086,3.9546510946601794,73.12580953536916,26.874190464630846,5414.289880170335,2042.107592866439,37,12,17
60743625.0,,,1614328826.5,1614328856.5,589.7054974329084,29.602725677208024,12.487770503883723,0.37333333333333335,0.8184267902584277,3.4566666666666666,7.4740909992485465,12.547766590592074,588.18,122.3,0.02085512578314731,0.04956410703017743,102.42670219683646,115.4799463261353,92.73362671693675,5.285425692042811,493.3541335805645,214.03352865845062,6.695718190929697,80.11885948346584,19.881140516534174,1067.591490366657,360.2038281276415,12,22,3
15727750.0,,,1616799514.187291,1616799544.2809365,803.8100525059147,29.506840337943146,21.93515811510084,1.1471571906354514,2.9748107256907184,3.5551839464882944,10.072599194957197,21.99067657981315,808.0602006688963,132.87625418060202,0.028220366971212666,0.03808290624425886,75.16063930008,92.53431281191932,71.62303547085243,4.069729229331366,417.7722948707438,568.5117452359211,1.3747781766933223,49.43075607779431,50.569243922205686,1315.4119653162272,329.1279252095624,8,7,3
16173500.0,,,1616801301.6020067,1616801331.6989965,773.2530031734925,19.1741479834036,13.118278307028932,0.3612040133779264,0.9392775983164999,0.903010033444816,2.4150621454327306,13.150444944732874,776.2040133779265,86.89632107023411,0.017430956358338634,0.025427457550703643,77.85438739535502,89.40030798337361,75.15386263877664,2.7511849223616487,205.5173275454129,264.1161777275283,3.1844883145119116,64.97865587160545,35.02134412839455,642.5476280543882,172.914122781447,8,7,3
15224250.0,,,1616797495.3846154,1616797525.4816053,759.069170110299,22.917166829348854,16.82173148523051,0.7959866220735786,2.0700988664375393,1.0769230769230769,2.840613767387223,16.862513162832695,762.2775919732442,107.67892976588628,0.0227441440159176,0.030845244490046518,79.37124707801671,95.80786954852763,76.49978753025519,3.614533463982662,287.4278845798643,418.8508853791383,2.3283678621193933,63.12105819147574,36.87894180852427,866.0854861297124,159.80671617070993,8,7,3
15688625.0,,,1616799357.5,1616799387.5,800.9132776689727,34.054154376864126,27.10857264616396,1.6333333333333333,4.496174434564527,3.1666666666666665,8.93903931318792,27.17147892763469,807.8566666666667,159.0,0.03487994731191469,0.04376864616090802,75.47377666775667,97.81409838267226,71.77237306706137,4.982445643385918,533.1933269797304,851.6590580232644,1.0785727031576517,46.743806077371346,53.256193922628654,1679.6223932248174,294.7700082218225,8,7,3
15855500.0,,,1616800026.5117056,1616800056.6086957,773.1285977265801,24.85764621020988,14.364317807005866,0.7224080267558528,1.8747512762650944,1.234113712374582,3.2581354114949073,14.430680273677481,774.8127090301003,110.36789297658864,0.01913058321005199,0.032806418316058614,77.90918878780862,90.91917160748665,73.82665851131212,3.3796493126064764,222.41410850691614,365.8411757725629,4.1153712664911195,70.84085514578372,29.159144854216294,878.7210682352145,290.4657839557357,8,7,3
16109875.0,,,1616801046.5,1616801076.5,758.8859089967201,39.25767539192137,26.17832588628772,2.026666666666667,5.127139591099796,3.05,7.8253577559418375,26.256951665750908,768.94,175.19666666666666,0.035832040238220654,0.05372620100820915,79.95360710745182,106.77854776764102,75.00267350009668,6.444525751331895,733.1428445388458,1082.802225767201,2.6975242500502814,59.120589347063564,40.879410652936436,2521.521068652654,705.5759983466072,8,7,3
18026000.0,,,1616808731.160535,1616808761.2541807,681.4630134553438,8.169724643031431,4.981418796827946,0.0,0.0,0.09364548494983277,0.22962721266008645,4.9964511441226165,680.8461538461538,33.31103678929766,0.007325494355900489,0.01198638206637544,88.06550533808324,90.01251322436956,85.74425777510538,1.038321737861423,17.884151165072126,4.581758134486261,4.3338977857566645,77.96061203497804,22.039387965021966,51.0106430665963,28.544733767037908,7,5,1
